QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,Coverage,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,Coverage,MCC,NBD,LOC,#Pa,#MC,#AF
selenium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>com.thoughtworks.selenium,com.thoughtworks.selenium,low-medium,low,medium-high,low,,,,,,268,1492,,,,,,,,,,,,,15,12,3,1492,14,0,0.267,0,0.733,268,,,,,,,
com.thoughtworks.selenium.BrowserConfigurationOptions,BrowserConfigurationOptions,low,low,low-medium,low,0,8,0,0,0,9,78,24,0,1,8,0,0,0,0.437,1,0,0,,,,,78,,,,,,9,,,,,,,
<Method>com.thoughtworks.selenium.BrowserConfigurationOptions.public BrowserConfigurationOptions( ): void,BrowserConfigurationOptions( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>com.thoughtworks.selenium.BrowserConfigurationOptions.protected getTimeoutInSeconds( ): int,getTimeoutInSeconds( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,0,0,1
<Method>com.thoughtworks.selenium.BrowserConfigurationOptions.public hasOptions( ): boolean,hasOptions( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
<Method>com.thoughtworks.selenium.BrowserConfigurationOptions.protected isMultiWindow( ): boolean,isMultiWindow( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
<Method>com.thoughtworks.selenium.BrowserConfigurationOptions.protected isSingleWindow( ): boolean,isSingleWindow( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
<Method>com.thoughtworks.selenium.BrowserConfigurationOptions.public setMultiWindow( ): BrowserConfigurationOptions,setMultiWindow( ): BrowserConfigurationOptions,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,0,0,0
<Method>com.thoughtworks.selenium.BrowserConfigurationOptions.public setSingleWindow( ): BrowserConfigurationOptions,setSingleWindow( ): BrowserConfigurationOptions,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,0,0,0
<Method>com.thoughtworks.selenium.BrowserConfigurationOptions.public setTimeoutInSeconds( int ): BrowserConfigurationOptions,setTimeoutInSeconds( int ): BrowserConfigurationOptions,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,0,0
